location,project,lure
OG-EI-746-41-2,ABMI Ecosystem Health 2017,No
OG-EI-750-41-1,ABMI Ecosystem Health 2017,No
OG-EI-750-41-2,ABMI Ecosystem Health 2017,No
OG-EI-783-41-1,ABMI Ecosystem Health 2017,No
OG-EI-783-41-2,ABMI Ecosystem Health 2017,No
OG-EI-815-41-1,ABMI Ecosystem Health 2017,No
OG-EI-815-41-2,ABMI Ecosystem Health 2017,No
OG-EI-817-41-1,ABMI Ecosystem Health 2017,No
OG-EI-817-41-2,ABMI Ecosystem Health 2017,No
OG-EI-845-41-1,ABMI Ecosystem Health 2017,No
OG-EI-845-41-2,ABMI Ecosystem Health 2017,No
OG-EI-877-41-1,ABMI Ecosystem Health 2017,No
OG-EI-877-41-2,ABMI Ecosystem Health 2017,No
OG-EI-899-41-1,ABMI Ecosystem Health 2017,No
OG-EI-899-41-2,ABMI Ecosystem Health 2017,No
OG-EI-899-42-1,ABMI Ecosystem Health 2017,No
OG-EI-899-42-2,ABMI Ecosystem Health 2017,No
OG-EI-899-43-1,ABMI Ecosystem Health 2017,No
OG-EI-899-43-2,ABMI Ecosystem Health 2017,No
OG-EI-910-41-1,ABMI Ecosystem Health 2017,No
OG-EI-910-41-2,ABMI Ecosystem Health 2017,No
OG-EI-911-41-1,ABMI Ecosystem Health 2017,No
OG-EI-911-41-2,ABMI Ecosystem Health 2017,No
OG-EI-939-41-1,ABMI Ecosystem Health 2017,No
OG-EI-939-41-2,ABMI Ecosystem Health 2017,No
OG-EI-971-41-1,ABMI Ecosystem Health 2017,No
OG-EI-971-41-2,ABMI Ecosystem Health 2017,No
OG-EI-972-41-1,ABMI Ecosystem Health 2017,No
OG-EI-972-41-2,ABMI Ecosystem Health 2017,No
OG-OGC-1392-21,ABMI Ecosystem Health 2015,No
OG-OGC-1412-21,ABMI Ecosystem Health 2015,No
OG-OGC-1459-21,ABMI Ecosystem Health 2015,No
OG-OGC-1459-22,ABMI Ecosystem Health 2015,No
OG-OGC-1499-21,ABMI Ecosystem Health 2015,No
OG-OGC-1499-22,ABMI Ecosystem Health 2015,No
OG-OGC-1499-23,ABMI Ecosystem Health 2015,No
OG-OGC-1502-21,ABMI Ecosystem Health 2015,No
OG-OGC-1521-21,ABMI Ecosystem Health 2015,No
OG-OGC-1521-22,ABMI Ecosystem Health 2015,No
OG-OGC-1521-23,ABMI Ecosystem Health 2015,No
OG-OGC-1653-21,ABMI Ecosystem Health 2015,No
OG-RIVR-6-01,ABMI Ecosystem Health 2018,No
OG-RIVR-6-02,ABMI Ecosystem Health 2018,No
OG-RIVR-6-03,ABMI Ecosystem Health 2018,No
OG-RIVR-6-05,ABMI Ecosystem Health 2018,No
OG-RIVR-6-06,ABMI Ecosystem Health 2018,No
OG-RIVR-6-08,ABMI Ecosystem Health 2018,No
OG-RIVR-6-09,ABMI Ecosystem Health 2018,No
OG-RIVR-6-10,ABMI Ecosystem Health 2018,No
OG-RIVR-7-01,ABMI Ecosystem Health 2018,No
OG-RIVR-7-02,ABMI Ecosystem Health 2018,No
OG-RIVR-7-03,ABMI Ecosystem Health 2018,No
OG-RIVR-7-04,ABMI Ecosystem Health 2018,No
OG-RIVR-8-01,ABMI Ecosystem Health 2018,No
OG-RIVR-8-02,ABMI Ecosystem Health 2018,No
OG-RIVR-8-03,ABMI Ecosystem Health 2018,No
OG-RIVR-8-04,ABMI Ecosystem Health 2018,No
OG-RIVR-9-01,ABMI Ecosystem Health 2018,No
OG-RIVR-9-02,ABMI Ecosystem Health 2018,No
OG-RIVR-9-03,ABMI Ecosystem Health 2018,No
OG-RIVR-9-04,ABMI Ecosystem Health 2018,No
OG-RIVR-9-05,ABMI Ecosystem Health 2018,No
OG-RIVR-9-06,ABMI Ecosystem Health 2018,No
OGW-CITSCI-1468-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1498-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1505-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1542-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1544-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1552-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1556-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1573-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1573-32,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1573-33,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1583-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1584-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1615-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1630-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1632-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1632-32,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1633-31,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1633-32,ABMI Ecosystem Health 2016,No
OGW-CITSCI-1647-31,ABMI Ecosystem Health 2016,No
409-NE,ABMI Ecosystem Health 2019,Yes
409-NW,ABMI Ecosystem Health 2019,No
409-SE,ABMI Ecosystem Health 2019,No
409-SW,ABMI Ecosystem Health 2019,Yes
410-NE,ABMI Ecosystem Health 2019,Yes
410-NW,ABMI Ecosystem Health 2019,No
410-SE,ABMI Ecosystem Health 2019,No
410-SW,ABMI Ecosystem Health 2019,Yes
410-SW_HF2,ABMI Ecosystem Health 2019,Yes
411-NE,ABMI Ecosystem Health 2019,Yes
411-NW,ABMI Ecosystem Health 2019,No
411-SE,ABMI Ecosystem Health 2019,No
411-SW,ABMI Ecosystem Health 2019,Yes
439-NE,ABMI Ecosystem Health 2019,Yes
439-NW,ABMI Ecosystem Health 2019,Yes
439-SE,ABMI Ecosystem Health 2019,No
439-SE_CUDDE,ABMI Ecosystem Health 2019,No
439-SW,ABMI Ecosystem Health 2019,Yes
440-NE,ABMI Ecosystem Health 2019,Yes
440-NW,ABMI Ecosystem Health 2019,No
440-SE,ABMI Ecosystem Health 2019,No
440-SW,ABMI Ecosystem Health 2019,Yes
440-SW_HP2X,ABMI Ecosystem Health 2019,Yes
441-NE,ABMI Ecosystem Health 2019,Yes
441-NW,ABMI Ecosystem Health 2019,No
441-SE,ABMI Ecosystem Health 2019,No
441-SW,ABMI Ecosystem Health 2019,Yes
469-NE,ABMI Ecosystem Health 2019,Yes
469-NW,ABMI Ecosystem Health 2019,No
469-SE,ABMI Ecosystem Health 2019,No
469-SW,ABMI Ecosystem Health 2019,Yes
470-NE,ABMI Ecosystem Health 2019,Yes
470-NW,ABMI Ecosystem Health 2019,No
470-SE,ABMI Ecosystem Health 2019,No
470-SW,ABMI Ecosystem Health 2019,Yes
471-NE,ABMI Ecosystem Health 2019,Yes
471-NW,ABMI Ecosystem Health 2019,No
471-SE,ABMI Ecosystem Health 2019,No
471-SW,ABMI Ecosystem Health 2019,Yes
494-NE,ABMI Ecosystem Health 2019,Yes
494-NW,ABMI Ecosystem Health 2019,No
494-SE,ABMI Ecosystem Health 2019,No
494-SW,ABMI Ecosystem Health 2019,Yes
495-NE,ABMI Ecosystem Health 2019,Yes
495-NW,ABMI Ecosystem Health 2019,No
495-SE,ABMI Ecosystem Health 2019,No
495-SW,ABMI Ecosystem Health 2019,Yes
496-NE,ABMI Ecosystem Health 2019,Yes
496-NW,ABMI Ecosystem Health 2019,No
496-SE,ABMI Ecosystem Health 2019,No
496-SW,ABMI Ecosystem Health 2019,Yes
509-NE,ABMI Ecosystem Health 2019,Yes
509-NW,ABMI Ecosystem Health 2019,No
509-SE,ABMI Ecosystem Health 2019,No
509-SW,ABMI Ecosystem Health 2019,Yes
510-NE,ABMI Ecosystem Health 2019,Yes
510-NW,ABMI Ecosystem Health 2019,No
510-SE,ABMI Ecosystem Health 2019,No
510-SW,ABMI Ecosystem Health 2019,Yes
511-NE,ABMI Ecosystem Health 2019,Yes
511-SE,ABMI Ecosystem Health 2019,No
511-SW,ABMI Ecosystem Health 2019,Yes
511-SW_HF2,ABMI Ecosystem Health 2019,Yes
526-NE,ABMI Ecosystem Health 2019,Yes
526-NW,ABMI Ecosystem Health 2019,No
526-SE,ABMI Ecosystem Health 2019,No
526-SW,ABMI Ecosystem Health 2019,Yes
527-NE,ABMI Ecosystem Health 2019,Yes
527-NW,ABMI Ecosystem Health 2019,No
527-SE,ABMI Ecosystem Health 2019,No
527-SW,ABMI Ecosystem Health 2019,Yes
540-NE,ABMI Ecosystem Health 2019,Yes
540-NW,ABMI Ecosystem Health 2019,No
540-SE,ABMI Ecosystem Health 2019,No
540-SW,ABMI Ecosystem Health 2019,Yes
541-NE,ABMI Ecosystem Health 2019,Yes
541-NW,ABMI Ecosystem Health 2019,No
541-SE,ABMI Ecosystem Health 2019,No
541-SW,ABMI Ecosystem Health 2019,Yes
542-NE,ABMI Ecosystem Health 2019,Yes
542-NE_HF2,ABMI Ecosystem Health 2019,Yes
542-NW,ABMI Ecosystem Health 2019,No
542-SE,ABMI Ecosystem Health 2019,No
542-SW,ABMI Ecosystem Health 2019,Yes
557-NE,ABMI Ecosystem Health 2019,Yes
557-NW,ABMI Ecosystem Health 2019,No
557-SE,ABMI Ecosystem Health 2019,No
557-SW,ABMI Ecosystem Health 2019,Yes
571-NE,ABMI Ecosystem Health 2019,Yes
571-NW,ABMI Ecosystem Health 2019,No
571-SE,ABMI Ecosystem Health 2019,No
571-SW,ABMI Ecosystem Health 2019,Yes
572-NE,ABMI Ecosystem Health 2019,Yes
572-NW,ABMI Ecosystem Health 2019,No
572-SE,ABMI Ecosystem Health 2019,No
572-SW,ABMI Ecosystem Health 2019,Yes
573-NE,ABMI Ecosystem Health 2019,Yes
573-NW,ABMI Ecosystem Health 2019,No
573-SE,ABMI Ecosystem Health 2019,No
573-SW,ABMI Ecosystem Health 2019,Yes
629-NE,ABMI Ecosystem Health 2019,Yes
629-NW,ABMI Ecosystem Health 2019,Yes
629-SE,ABMI Ecosystem Health 2019,No
629-SW,ABMI Ecosystem Health 2019,No
676-NE,ABMI Ecosystem Health 2019,Yes
676-NW,ABMI Ecosystem Health 2019,No
676-SE,ABMI Ecosystem Health 2019,No
676-SW,ABMI Ecosystem Health 2019,Yes
677-NE,ABMI Ecosystem Health 2019,Yes
677-NW,ABMI Ecosystem Health 2019,No
677-SE,ABMI Ecosystem Health 2019,No
677-SW,ABMI Ecosystem Health 2019,Yes
678-NE,ABMI Ecosystem Health 2019,Yes
678-NW,ABMI Ecosystem Health 2019,No
678-SE,ABMI Ecosystem Health 2019,No
678-SW,ABMI Ecosystem Health 2019,Yes
685-NE,ABMI Ecosystem Health 2019,Yes
685-NW,ABMI Ecosystem Health 2019,No
685-SE,ABMI Ecosystem Health 2019,No
685-SW,ABMI Ecosystem Health 2019,Yes
686-NE,ABMI Ecosystem Health 2019,Yes
686-NE_HF2,ABMI Ecosystem Health 2019,Yes
686-SE,ABMI Ecosystem Health 2019,No
686-SW,ABMI Ecosystem Health 2019,Yes
687-NE,ABMI Ecosystem Health 2019,Yes
687-NW,ABMI Ecosystem Health 2019,No
687-SE,ABMI Ecosystem Health 2019,No
687-SW,ABMI Ecosystem Health 2019,Yes
707-NE,ABMI Ecosystem Health 2019,Yes
707-NW,ABMI Ecosystem Health 2019,No
707-SE,ABMI Ecosystem Health 2019,No
707-SW,ABMI Ecosystem Health 2019,Yes
708-NE,ABMI Ecosystem Health 2019,Yes
708-NW,ABMI Ecosystem Health 2019,No
708-SE,ABMI Ecosystem Health 2019,No
708-SW,ABMI Ecosystem Health 2019,Yes
709-NE,ABMI Ecosystem Health 2019,Yes
709-NW,ABMI Ecosystem Health 2019,No
709-SE,ABMI Ecosystem Health 2019,No
709-SW,ABMI Ecosystem Health 2019,Yes
716-NE,ABMI Ecosystem Health 2019,Yes
716-NW,ABMI Ecosystem Health 2019,No
716-SE,ABMI Ecosystem Health 2019,No
716-SW,ABMI Ecosystem Health 2019,Yes
717-NE,ABMI Ecosystem Health 2019,Yes
717-NW,ABMI Ecosystem Health 2019,No
717-SE,ABMI Ecosystem Health 2019,No
717-SW,ABMI Ecosystem Health 2019,Yes
718-NE,ABMI Ecosystem Health 2019,Yes
718-NW,ABMI Ecosystem Health 2019,No
718-SE,ABMI Ecosystem Health 2019,No
718-SW,ABMI Ecosystem Health 2019,Yes
738-NE,ABMI Ecosystem Health 2019,Yes
738-NW,ABMI Ecosystem Health 2019,No
738-SE,ABMI Ecosystem Health 2019,No
738-SW,ABMI Ecosystem Health 2019,Yes
739-NE,ABMI Ecosystem Health 2019,Yes
739-NW,ABMI Ecosystem Health 2019,No
739-SE,ABMI Ecosystem Health 2019,No
739-SW,ABMI Ecosystem Health 2019,Yes
739-SW_HF2,ABMI Ecosystem Health 2019,Yes
740-NE,ABMI Ecosystem Health 2019,Yes
740-NW,ABMI Ecosystem Health 2019,No
740-SE,ABMI Ecosystem Health 2019,No
740-SW,ABMI Ecosystem Health 2019,Yes
747-NE,ABMI Ecosystem Health 2019,Yes
747-NW,ABMI Ecosystem Health 2019,No
747-SE,ABMI Ecosystem Health 2019,No
747-SW,ABMI Ecosystem Health 2019,Yes
748-NE,ABMI Ecosystem Health 2019,Yes
748-NW,ABMI Ecosystem Health 2019,No
748-SE,ABMI Ecosystem Health 2019,No
748-SW,ABMI Ecosystem Health 2019,Yes
788-NE,ABMI Ecosystem Health 2019,Yes
788-NW,ABMI Ecosystem Health 2019,No
788-NW_HF2,ABMI Ecosystem Health 2019,No
788-SE,ABMI Ecosystem Health 2019,No
788-SW,ABMI Ecosystem Health 2019,Yes
789-NE,ABMI Ecosystem Health 2019,Yes
789-NW,ABMI Ecosystem Health 2019,No
789-SE,ABMI Ecosystem Health 2019,No
789-SW,ABMI Ecosystem Health 2019,Yes
790-NE,ABMI Ecosystem Health 2019,Yes
790-NW,ABMI Ecosystem Health 2019,No
790-SE,ABMI Ecosystem Health 2019,No
790-SW,ABMI Ecosystem Health 2019,Yes
820-NE,ABMI Ecosystem Health 2019,Yes
820-NE_CUDDE,ABMI Ecosystem Health 2019,Yes
820-NW,ABMI Ecosystem Health 2019,No
820-SE,ABMI Ecosystem Health 2019,No
820-SW,ABMI Ecosystem Health 2019,Yes
821-NE,ABMI Ecosystem Health 2019,Yes
821-NW,ABMI Ecosystem Health 2019,No
821-SE,ABMI Ecosystem Health 2019,No
821-SW,ABMI Ecosystem Health 2019,Yes
822-NE,ABMI Ecosystem Health 2019,Yes
822-NW,ABMI Ecosystem Health 2019,No
822-NW_HF2,ABMI Ecosystem Health 2019,No
822-SE,ABMI Ecosystem Health 2019,No
822-SW,ABMI Ecosystem Health 2019,Yes
852-NE,ABMI Ecosystem Health 2019,Yes
852-NW,ABMI Ecosystem Health 2019,No
852-SE,ABMI Ecosystem Health 2019,No
852-SW,ABMI Ecosystem Health 2019,No
853-NE,ABMI Ecosystem Health 2019,Yes
853-NW,ABMI Ecosystem Health 2019,No
853-SE,ABMI Ecosystem Health 2019,No
853-SW,ABMI Ecosystem Health 2019,Yes
854-NE,ABMI Ecosystem Health 2019,Yes
854-NW,ABMI Ecosystem Health 2019,No
854-SE,ABMI Ecosystem Health 2019,No
854-SW,ABMI Ecosystem Health 2019,Yes
863-NE,ABMI Ecosystem Health 2019,Yes
863-NW,ABMI Ecosystem Health 2019,No
863-SE,ABMI Ecosystem Health 2019,No
863-SW,ABMI Ecosystem Health 2019,Yes
863-SW_HF2,ABMI Ecosystem Health 2019,Yes
864-NE,ABMI Ecosystem Health 2019,Yes
864-NW,ABMI Ecosystem Health 2019,No
864-SE,ABMI Ecosystem Health 2019,No
864-SW,ABMI Ecosystem Health 2019,Yes
865-NE,ABMI Ecosystem Health 2019,Yes
865-NW,ABMI Ecosystem Health 2019,Yes
865-SE,ABMI Ecosystem Health 2019,No
865-SW,ABMI Ecosystem Health 2019,No
878-NE,ABMI Ecosystem Health 2019,Yes
878-NW,ABMI Ecosystem Health 2019,No
878-SE,ABMI Ecosystem Health 2019,No
878-SW,ABMI Ecosystem Health 2019,Yes
879-NE,ABMI Ecosystem Health 2019,Yes
879-NW,ABMI Ecosystem Health 2019,No
879-SE,ABMI Ecosystem Health 2019,No
879-SW,ABMI Ecosystem Health 2019,Yes
880-NE,ABMI Ecosystem Health 2019,Yes
880-NW,ABMI Ecosystem Health 2019,No
880-SE,ABMI Ecosystem Health 2019,No
880-SW,ABMI Ecosystem Health 2019,Yes
896-NE,ABMI Ecosystem Health 2019,Yes
896-NW,ABMI Ecosystem Health 2019,No
896-SE,ABMI Ecosystem Health 2019,No
896-SW,ABMI Ecosystem Health 2019,Yes
896-SW_HF2,ABMI Ecosystem Health 2019,Yes
897-NE,ABMI Ecosystem Health 2019,Yes
897-NE_CUDDE,ABMI Ecosystem Health 2019,Yes
897-NW,ABMI Ecosystem Health 2019,No
897-SE,ABMI Ecosystem Health 2019,No
897-SW,ABMI Ecosystem Health 2019,Yes
898-NE,ABMI Ecosystem Health 2019,Yes
898-NW,ABMI Ecosystem Health 2019,No
898-SE,ABMI Ecosystem Health 2019,No
898-SW,ABMI Ecosystem Health 2019,Yes
911-NE,ABMI Ecosystem Health 2019,Yes
911-NW,ABMI Ecosystem Health 2019,No
911-SE,ABMI Ecosystem Health 2019,No
911-SW,ABMI Ecosystem Health 2019,Yes
912-NE,ABMI Ecosystem Health 2019,Yes
912-NW,ABMI Ecosystem Health 2019,No
912-SE,ABMI Ecosystem Health 2019,No
912-SW,ABMI Ecosystem Health 2019,Yes
913-NE,ABMI Ecosystem Health 2019,Yes
913-NW,ABMI Ecosystem Health 2019,No
913-SE,ABMI Ecosystem Health 2019,No
913-SW,ABMI Ecosystem Health 2019,Yes
929-NE,ABMI Ecosystem Health 2019,Yes
929-NW,ABMI Ecosystem Health 2019,No
929-SE,ABMI Ecosystem Health 2019,No
929-SW,ABMI Ecosystem Health 2019,Yes
930-NE,ABMI Ecosystem Health 2019,Yes
930-NW,ABMI Ecosystem Health 2019,No
930-SE,ABMI Ecosystem Health 2019,No
930-SW,ABMI Ecosystem Health 2019,Yes
931-NE,ABMI Ecosystem Health 2019,Yes
931-NW,ABMI Ecosystem Health 2019,No
931-SE,ABMI Ecosystem Health 2019,No
931-SW,ABMI Ecosystem Health 2019,Yes
944-NE,ABMI Ecosystem Health 2019,Yes
944-NW,ABMI Ecosystem Health 2019,No
944-SE,ABMI Ecosystem Health 2019,No
944-SW,ABMI Ecosystem Health 2019,Yes
945-NE,ABMI Ecosystem Health 2019,Yes
945-NW,ABMI Ecosystem Health 2019,No
945-SE,ABMI Ecosystem Health 2019,No
945-SW,ABMI Ecosystem Health 2019,Yes
946-NE,ABMI Ecosystem Health 2019,Yes
946-NW,ABMI Ecosystem Health 2019,No
946-SE,ABMI Ecosystem Health 2019,No
946-SW,ABMI Ecosystem Health 2019,Yes
1095-NE,ABMI Ecosystem Health 2019,Yes
1095-NW,ABMI Ecosystem Health 2019,No
1095-SW,ABMI Ecosystem Health 2019,Yes
1128-NE,ABMI Ecosystem Health 2019,Yes
1128-NW,ABMI Ecosystem Health 2019,No
1128-SE,ABMI Ecosystem Health 2019,No
1128-SW,ABMI Ecosystem Health 2019,Yes
1160-NE,ABMI Ecosystem Health 2019,Yes
1160-NW,ABMI Ecosystem Health 2019,No
1160-SE,ABMI Ecosystem Health 2019,No
1160-SW,ABMI Ecosystem Health 2019,Yes
1172-NE,ABMI Ecosystem Health 2019,Yes
1172-NW,ABMI Ecosystem Health 2019,No
1172-SE,ABMI Ecosystem Health 2019,No
1172-SW,ABMI Ecosystem Health 2019,Yes
1173-NE,ABMI Ecosystem Health 2019,Yes
1173-NW,ABMI Ecosystem Health 2019,No
1173-SE,ABMI Ecosystem Health 2019,No
1173-SW,ABMI Ecosystem Health 2019,Yes
1174-NE,ABMI Ecosystem Health 2019,Yes
1174-NW,ABMI Ecosystem Health 2019,No
1174-SE,ABMI Ecosystem Health 2019,No
1174-SW,ABMI Ecosystem Health 2019,Yes
1204-NE,ABMI Ecosystem Health 2019,Yes
1204-NW,ABMI Ecosystem Health 2019,No
1204-SE,ABMI Ecosystem Health 2019,No
1204-SW,ABMI Ecosystem Health 2019,Yes
1205-NE,ABMI Ecosystem Health 2019,Yes
1205-NW,ABMI Ecosystem Health 2019,No
1205-SE,ABMI Ecosystem Health 2019,No
1205-SW,ABMI Ecosystem Health 2019,Yes
1206-NE,ABMI Ecosystem Health 2019,Yes
1206-NW,ABMI Ecosystem Health 2019,No
1206-SE,ABMI Ecosystem Health 2019,No
1206-SW,ABMI Ecosystem Health 2019,Yes
1234-NE,ABMI Ecosystem Health 2019,Yes
1234-NW,ABMI Ecosystem Health 2019,No
1234-SE,ABMI Ecosystem Health 2019,No
1234-SW,ABMI Ecosystem Health 2019,Yes
1235-NE,ABMI Ecosystem Health 2019,No
1235-NW,ABMI Ecosystem Health 2019,No
1235-SE,ABMI Ecosystem Health 2019,No
1235-SW,ABMI Ecosystem Health 2019,Yes
1236-NE,ABMI Ecosystem Health 2019,Yes
1236-NW,ABMI Ecosystem Health 2019,No
1236-SE,ABMI Ecosystem Health 2019,No
1236-SW,ABMI Ecosystem Health 2019,Yes
1272-NE,ABMI Ecosystem Health 2019,No
1272-NW,ABMI Ecosystem Health 2019,No
1272-SE,ABMI Ecosystem Health 2019,No
1272-SW,ABMI Ecosystem Health 2019,Yes
1273-NE,ABMI Ecosystem Health 2019,No
1273-NW,ABMI Ecosystem Health 2019,No
1273-SE,ABMI Ecosystem Health 2019,Yes
1273-SW,ABMI Ecosystem Health 2019,No
1274-NE,ABMI Ecosystem Health 2019,Yes
1274-NW,ABMI Ecosystem Health 2019,No
1274-SE,ABMI Ecosystem Health 2019,No
1274-SW,ABMI Ecosystem Health 2019,Yes
1300-NE,ABMI Ecosystem Health 2019,No
1300-NW,ABMI Ecosystem Health 2019,No
1300-SE,ABMI Ecosystem Health 2019,Yes
1300-SW,ABMI Ecosystem Health 2019,Yes
1301-NE,ABMI Ecosystem Health 2019,Yes
1301-SE,ABMI Ecosystem Health 2019,No
1301-SW,ABMI Ecosystem Health 2019,No
1302-NE,ABMI Ecosystem Health 2019,No
1302-NW,ABMI Ecosystem Health 2019,No
1302-SE,ABMI Ecosystem Health 2019,Yes
1302-SW,ABMI Ecosystem Health 2019,Yes
1329-NE,ABMI Ecosystem Health 2019,Yes
1329-NW,ABMI Ecosystem Health 2019,No
1329-SE,ABMI Ecosystem Health 2019,No
1329-SW,ABMI Ecosystem Health 2019,Yes
1330-NE,ABMI Ecosystem Health 2019,No
1330-NW,ABMI Ecosystem Health 2019,Yes
1330-SE,ABMI Ecosystem Health 2019,No
1330-SW,ABMI Ecosystem Health 2019,No
1331-NE,ABMI Ecosystem Health 2019,Yes
1331-NW,ABMI Ecosystem Health 2019,Yes
1331-SE,ABMI Ecosystem Health 2019,No
1331-SW,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-100,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-102,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-105,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-106,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-108,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-109,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-114,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-115,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-12,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-13,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-2,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-23,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-24,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-3,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-33,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-4,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-44,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-45,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-46,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-49,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-54,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-55,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-56,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-57,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-58,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-59,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-60,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-64,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-65,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-66,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-67,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-68,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-69,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-70,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-71,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-72,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-73,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-75,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-76,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-77,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-78,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-80,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-81,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-82,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-83,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-84,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-85,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-86,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-87,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-88,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-89,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-90,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-91,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-92,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-93,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-94,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-95,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-96,ABMI Ecosystem Health 2019,No
OG-ABMI-638-61-97,ABMI Ecosystem Health 2019,Yes
OG-ABMI-638-61-98,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-1,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-10,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-100,ABMI Ecosystem Health 2019,Yes
OG-ABMI-701-61-101,ABMI Ecosystem Health 2019,Yes
OG-ABMI-701-61-105,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-106,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-107,ABMI Ecosystem Health 2019,Yes
OG-ABMI-701-61-108,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-109,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-11,ABMI Ecosystem Health 2019,Yes
OG-ABMI-701-61-110,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-112,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-113,ABMI Ecosystem Health 2019,Yes
OG-ABMI-701-61-114,ABMI Ecosystem Health 2019,No
OG-ABMI-701-61-115,ABMI Ecosystem Health 2019,Yes
