location,project,VegHF,SoilHF,VegForDetectionDistance
OG-EI-251-41-1,ABMI Ecosystem Health 2017,CCDecid1,CutBlocks,Shrub
OG-EI-251-41-2,ABMI Ecosystem Health 2017,Decid7,NA,Decid
OG-EI-277-41-1,ABMI Ecosystem Health 2017,TreedBog4,NA,WetTreed
OG-EI-277-41-2,ABMI Ecosystem Health 2017,Mixedwood4,NA,Decid
OG-EI-311-41-1,ABMI Ecosystem Health 2017,Pipeline,Pipeline,HF
OG-EI-311-41-2,ABMI Ecosystem Health 2017,TreedFen6,Len,WetTreed
OG-EI-311-42-1,ABMI Ecosystem Health 2017,TreedSwamp4,Len,WetTreed
OG-EI-311-42-2,ABMI Ecosystem Health 2017,ShrubbySwamp,Sy,Shrub
OG-EI-340-41-1,ABMI Ecosystem Health 2017,Mixedwood3,Lo,Decid
OG-EI-340-41-2,ABMI Ecosystem Health 2017,CCDecid1,CutBlocks,Shrub
OG-EI-460-41-1,ABMI Ecosystem Health 2017,RoadVegetatedVerge,RoadVegetatedVerge,HF
OG-EI-460-41-2,ABMI Ecosystem Health 2017,TreedSwamp7,NA,WetTreed
OG-EI-460-42-1,ABMI Ecosystem Health 2017,Decid5,NA,Decid
OG-EI-460-42-2,ABMI Ecosystem Health 2017,Decid6,NA,Decid
OG-EI-490-41-1,ABMI Ecosystem Health 2017,CCSpruce1,CutBlocks,Shrub
OG-EI-490-41-2,ABMI Ecosystem Health 2017,Spruce9,NA,Conif
OG-EI-490-42-1,ABMI Ecosystem Health 2017,CCDecidR,CutBlocks,HF
OG-EI-490-42-2,ABMI Ecosystem Health 2017,CCDecidR,CutBlocks,HF
OG-EI-744-41-1,ABMI Ecosystem Health 2017,Decid5,NA,Decid
OG-EI-744-41-2,ABMI Ecosystem Health 2017,Decid5,NA,Decid
OG-EI-745-41-1,ABMI Ecosystem Health 2017,Spruce4,Sy,Conif
OG-EI-745-41-2,ABMI Ecosystem Health 2017,Spruce4,Sy,Conif
OG-EI-745-42-1,ABMI Ecosystem Health 2017,Decid4,Sa,Decid
OG-EI-745-42-2,ABMI Ecosystem Health 2017,ShrubbyFen,Len,Shrub
OG-EI-745-43-1,ABMI Ecosystem Health 2017,GraminoidFen,NA,WetGrass
OG-EI-745-43-2,ABMI Ecosystem Health 2017,Marsh,NA,WetGrass
OG-EI-746-41-1,ABMI Ecosystem Health 2017,Shrub,Len,Shrub
OG-EI-746-41-2,ABMI Ecosystem Health 2017,GraminoidFen,Len,WetGrass
OG-EI-750-41-1,ABMI Ecosystem Health 2017,Decid2,NA,Decid
OG-EI-750-41-2,ABMI Ecosystem Health 2017,Mixedwood5,NA,Decid
OG-EI-783-41-1,ABMI Ecosystem Health 2017,ShrubbySwamp,NA,Shrub
OG-EI-783-41-2,ABMI Ecosystem Health 2017,ShrubbyFen,NA,Shrub
OG-EI-815-41-1,ABMI Ecosystem Health 2017,CCDecidR,CutBlocks,HF
OG-EI-815-41-2,ABMI Ecosystem Health 2017,CCDecidR,CutBlocks,HF
OG-EI-817-41-1,ABMI Ecosystem Health 2017,TreedFen1,NA,WetTreed
OG-EI-817-41-2,ABMI Ecosystem Health 2017,TreedFen1,NA,WetTreed
OG-EI-845-41-1,ABMI Ecosystem Health 2017,Spruce8,NA,Conif
OG-EI-845-41-2,ABMI Ecosystem Health 2017,CCSpruce2,CutBlocks,Conif
OG-EI-877-41-1,ABMI Ecosystem Health 2017,Decid8,NA,Decid
OG-EI-877-41-2,ABMI Ecosystem Health 2017,CCPineR,CutBlocks,HF
OG-EI-899-41-1,ABMI Ecosystem Health 2017,Decid6,NA,Decid
OG-EI-899-41-2,ABMI Ecosystem Health 2017,CCDecid2,CutBlocks,Decid
OG-EI-899-42-1,ABMI Ecosystem Health 2017,Pipeline,Pipeline,HF
OG-EI-899-42-2,ABMI Ecosystem Health 2017,TreedBog4,Len,WetTreed
OG-EI-899-43-1,ABMI Ecosystem Health 2017,CCMixedwood1,CutBlocks,Shrub
OG-EI-899-43-2,ABMI Ecosystem Health 2017,CCMixedwood1,CutBlocks,Shrub
OG-EI-910-41-1,ABMI Ecosystem Health 2017,TreedFen6,NA,WetTreed
OG-EI-910-41-2,ABMI Ecosystem Health 2017,Marsh,NA,WetGrass
OG-EI-911-41-1,ABMI Ecosystem Health 2017,ShrubbyFen,NA,Shrub
OG-EI-911-41-2,ABMI Ecosystem Health 2017,TreedFen8,NA,WetTreed
OG-EI-939-41-1,ABMI Ecosystem Health 2017,TreedSwamp4,NA,WetTreed
OG-EI-939-41-2,ABMI Ecosystem Health 2017,Spruce9,NA,Conif
OG-EI-971-41-1,ABMI Ecosystem Health 2017,CCMixedwoodR,CutBlocks,HF
OG-EI-971-41-2,ABMI Ecosystem Health 2017,CCMixedwoodR,CutBlocks,HF
OG-EI-972-41-1,ABMI Ecosystem Health 2017,CCDecid1,CutBlocks,Shrub
OG-EI-972-41-2,ABMI Ecosystem Health 2017,CCDecid1,CutBlocks,Shrub
OG-OGC-1392-21,ABMI Ecosystem Health 2015,GrassHerb,BlO,Grass
OG-OGC-1412-21,ABMI Ecosystem Health 2015,GrassHerb,Lo,HF
OG-OGC-1459-21,ABMI Ecosystem Health 2015,Pipeline,Pipeline,HF
OG-OGC-1459-22,ABMI Ecosystem Health 2015,GrassHerb,CS,Grass
OG-OGC-1499-21,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
OG-OGC-1499-22,ABMI Ecosystem Health 2015,GrassHerb,BlO,Grass
OG-OGC-1499-23,ABMI Ecosystem Health 2015,GrassHerb,BlO,Grass
OG-OGC-1502-21,ABMI Ecosystem Health 2015,GrassHerb,UNK,HF
OG-OGC-1521-21,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
OG-OGC-1521-22,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
OG-OGC-1521-23,ABMI Ecosystem Health 2015,CultivationRoughPasture,CultivationRoughPasture,HF
OG-OGC-1653-21,ABMI Ecosystem Health 2015,GrassHerb,Lo,Grass
OG-RIVR-6-01,ABMI Ecosystem Health 2018,Decid4,Sy,Decid
OG-RIVR-6-02,ABMI Ecosystem Health 2018,Decid4,TB,Decid
OG-RIVR-6-03,ABMI Ecosystem Health 2018,Decid4,Lo,Decid
OG-RIVR-6-05,ABMI Ecosystem Health 2018,Decid4,TB,Decid
OG-RIVR-6-06,ABMI Ecosystem Health 2018,Decid4,TB,Decid
OG-RIVR-6-08,ABMI Ecosystem Health 2018,Decid4,TB,Decid
OG-RIVR-6-09,ABMI Ecosystem Health 2018,Decid4,TB,Decid
OG-RIVR-6-10,ABMI Ecosystem Health 2018,Decid4,TB,Decid
OG-RIVR-7-01,ABMI Ecosystem Health 2018,CultivationTamePasture,CultivationTamePasture,HF
OG-RIVR-7-02,ABMI Ecosystem Health 2018,Decid5,TB,Decid
OG-RIVR-7-03,ABMI Ecosystem Health 2018,Decid4,Lo,Decid
OG-RIVR-7-04,ABMI Ecosystem Health 2018,Decid5,TB,Decid
OG-RIVR-8-01,ABMI Ecosystem Health 2018,Decid5,UNK,Decid
OG-RIVR-8-02,ABMI Ecosystem Health 2018,Decid5,UNK,Decid
OG-RIVR-8-03,ABMI Ecosystem Health 2018,Decid5,Cy,Decid
OG-RIVR-8-04,ABMI Ecosystem Health 2018,Decid5,UNK,Decid
OG-RIVR-9-01,ABMI Ecosystem Health 2018,Decid6,TB,Decid
OG-RIVR-9-02,ABMI Ecosystem Health 2018,Decid6,Ov,Decid
OG-RIVR-9-03,ABMI Ecosystem Health 2018,Decid6,TB,Decid
OG-RIVR-9-04,ABMI Ecosystem Health 2018,Decid5,Ov,Decid
OG-RIVR-9-05,ABMI Ecosystem Health 2018,Decid6,TB,Decid
OG-RIVR-9-06,ABMI Ecosystem Health 2018,Decid5,Ov,Decid
OGW-CITSCI-1468-31,ABMI Ecosystem Health 2016,Pine6,NA,Conif
OGW-CITSCI-1498-31,ABMI Ecosystem Health 2016,GrassHerb,Ltc,WetGrass
OGW-CITSCI-1505-31,ABMI Ecosystem Health 2016,GrassHerb,TB,WetGrass
OGW-CITSCI-1542-31,ABMI Ecosystem Health 2016,GrassHerb,TB,HF
OGW-CITSCI-1544-31,ABMI Ecosystem Health 2016,GrassHerb,LenW,Grass
OGW-CITSCI-1552-31,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,Grass
OGW-CITSCI-1556-31,ABMI Ecosystem Health 2016,GrassHerb,BlO,Grass
OGW-CITSCI-1573-31,ABMI Ecosystem Health 2016,Marsh,Lo,WetGrass
OGW-CITSCI-1573-32,ABMI Ecosystem Health 2016,GrassHerb,Sa,Grass
OGW-CITSCI-1573-33,ABMI Ecosystem Health 2016,Marsh,Sa,WetGrass
OGW-CITSCI-1583-31,ABMI Ecosystem Health 2016,ShrubbySwamp,LtcR,Shrub
OGW-CITSCI-1584-31,ABMI Ecosystem Health 2016,GrassHerb,LtcR,Grass
OGW-CITSCI-1615-31,ABMI Ecosystem Health 2016,Pine5,NA,Conif
OGW-CITSCI-1630-31,ABMI Ecosystem Health 2016,GrassHerb,Ltc,Grass
OGW-CITSCI-1632-31,ABMI Ecosystem Health 2016,CCSpruce4,CutBlocks,Conif
OGW-CITSCI-1632-32,ABMI Ecosystem Health 2016,ShrubbySwamp,NA,Shrub
OGW-CITSCI-1633-31,ABMI Ecosystem Health 2016,CCSpruce2,CutBlocks,Conif
OGW-CITSCI-1633-32,ABMI Ecosystem Health 2016,Shrub,NA,Shrub
OGW-CITSCI-1647-31,ABMI Ecosystem Health 2016,GrassHerb,NA,Grass
409-NE,ABMI Ecosystem Health 2019,TreedFen2,UNK,WetGrass
409-NW,ABMI Ecosystem Health 2019,ShrubbyBog,UNK,Shrub
409-SE,ABMI Ecosystem Health 2019,TreedFen2,UNK,WetTreed
409-SW,ABMI Ecosystem Health 2019,TreedFen2,UNK,WetGrass
410-NE,ABMI Ecosystem Health 2019,Decid2,UNK,Decid
410-NW,ABMI Ecosystem Health 2019,Mixedwood3,UNK,Conif
410-SE,ABMI Ecosystem Health 2019,Mixedwood2,UNK,Conif
410-SW,ABMI Ecosystem Health 2019,TreedBog2,UNK,Conif
410-SW_HF2,ABMI Ecosystem Health 2019,TreedBog2,UNK,WetTreed
411-NE,ABMI Ecosystem Health 2019,TreedFen5,UNK,WetTreed
411-NW,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
411-SE,ABMI Ecosystem Health 2019,Spruce6,UNK,Conif
411-SW,ABMI Ecosystem Health 2019,TreedBog6,UNK,Conif
439-NE,ABMI Ecosystem Health 2019,Decid2,UNK,Decid
439-NW,ABMI Ecosystem Health 2019,Decid7,UNK,Decid
439-SE,ABMI Ecosystem Health 2019,TreedBog2,UNK,WetTreed
439-SE_CUDDE,ABMI Ecosystem Health 2019,TreedBog2,UNK,WetTreed
439-SW,ABMI Ecosystem Health 2019,TreedBog7,UNK,WetTreed
440-NE,ABMI Ecosystem Health 2019,Spruce4,UNK,Conif
440-NW,ABMI Ecosystem Health 2019,TreedBog4,UNK,Conif
440-SE,ABMI Ecosystem Health 2019,Mixedwood5,UNK,Conif
440-SW,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
440-SW_HP2X,ABMI Ecosystem Health 2019,Mixedwood5,UNK,Conif
441-NE,ABMI Ecosystem Health 2019,Spruce7,UNK,Conif
441-NW,ABMI Ecosystem Health 2019,TreedBog5,UNK,Conif
441-SE,ABMI Ecosystem Health 2019,TreedBog5,UNK,Conif
441-SW,ABMI Ecosystem Health 2019,Spruce6,UNK,Conif
469-NE,ABMI Ecosystem Health 2019,TreedBog7,UNK,Conif
469-NW,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
469-SE,ABMI Ecosystem Health 2019,TreedBog4,UNK,Conif
469-SW,ABMI Ecosystem Health 2019,ShrubbyBog,UNK,Shrub
470-NE,ABMI Ecosystem Health 2019,TreedBog4,UNK,Conif
470-NW,ABMI Ecosystem Health 2019,TreedBog3,UNK,Conif
470-SE,ABMI Ecosystem Health 2019,Mixedwood4,UNK,Conif
470-SW,ABMI Ecosystem Health 2019,TreedFen6,UNK,WetTreed
471-NE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
471-NW,ABMI Ecosystem Health 2019,Pine1,UNK,Conif
471-SE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
471-SW,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
494-NE,ABMI Ecosystem Health 2019,Spruce4,NA,Conif
494-NW,ABMI Ecosystem Health 2019,Mixedwood2,NA,Conif
494-SE,ABMI Ecosystem Health 2019,Mixedwood6,UNK,Conif
494-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
495-NE,ABMI Ecosystem Health 2019,TreedBog3,NA,Conif
495-NW,ABMI Ecosystem Health 2019,TreedBog5,UNK,WetTreed
495-SE,ABMI Ecosystem Health 2019,Decid4,NA,Decid
495-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
496-NE,ABMI Ecosystem Health 2019,Mixedwood2,UNK,Conif
496-NW,ABMI Ecosystem Health 2019,TreedBog4,NA,WetTreed
496-SE,ABMI Ecosystem Health 2019,Pine2,UNK,Conif
496-SW,ABMI Ecosystem Health 2019,Spruce4,NA,Conif
509-NE,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
509-NW,ABMI Ecosystem Health 2019,Pine5,UNK,Conif
509-SE,ABMI Ecosystem Health 2019,TreedBog5,UNK,WetTreed
509-SW,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
510-NE,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
510-NW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
510-SE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
510-SW,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
511-NE,ABMI Ecosystem Health 2019,TreedBog7,UNK,WetTreed
511-SE,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
511-SW,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
511-SW_HF2,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
526-NE,ABMI Ecosystem Health 2019,Mixedwood7,NA,Conif
526-NW,ABMI Ecosystem Health 2019,Spruce4,NA,Conif
526-SE,ABMI Ecosystem Health 2019,Spruce4,UNK,Conif
526-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
527-NE,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
527-NW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
527-SE,ABMI Ecosystem Health 2019,Decid5,NA,Decid
527-SW,ABMI Ecosystem Health 2019,Decid5,NA,Decid
540-NE,ABMI Ecosystem Health 2019,TreedFen5,UNK,WetTreed
540-NW,ABMI Ecosystem Health 2019,TreedFen7,UNK,WetTreed
540-SE,ABMI Ecosystem Health 2019,TreedFen5,UNK,WetTreed
540-SW,ABMI Ecosystem Health 2019,TreedFen5,UNK,WetGrass
541-NE,ABMI Ecosystem Health 2019,TreedBog8,UNK,WetTreed
541-NW,ABMI Ecosystem Health 2019,TreedBog6,UNK,WetTreed
541-SE,ABMI Ecosystem Health 2019,Decid6,UNK,Decid
541-SW,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
542-NE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
542-NE_HF2,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
542-NW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
542-SE,ABMI Ecosystem Health 2019,TreedBog6,UNK,Conif
542-SW,ABMI Ecosystem Health 2019,Spruce7,UNK,Conif
557-NE,ABMI Ecosystem Health 2019,Marsh,NA,WetGrass
557-NW,ABMI Ecosystem Health 2019,Mixedwood5,NA,Conif
557-SE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
557-SW,ABMI Ecosystem Health 2019,Decid7,UNK,Decid
571-NE,ABMI Ecosystem Health 2019,Decid2,UNK,Decid
571-NW,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
571-SE,ABMI Ecosystem Health 2019,TreedSwamp4,UNK,WetTreed
571-SW,ABMI Ecosystem Health 2019,TreedBog2,UNK,WetTreed
572-NE,ABMI Ecosystem Health 2019,TreedBog6,UNK,WetTreed
572-NW,ABMI Ecosystem Health 2019,Decid9,UNK,Decid
572-SE,ABMI Ecosystem Health 2019,TreedBog6,UNK,WetTreed
572-SW,ABMI Ecosystem Health 2019,TreedBog8,UNK,Conif
573-NE,ABMI Ecosystem Health 2019,GraminoidFen,UNK,Shrub
573-NW,ABMI Ecosystem Health 2019,TreedBog7,UNK,WetTreed
573-SE,ABMI Ecosystem Health 2019,GraminoidFen,UNK,Shrub
573-SW,ABMI Ecosystem Health 2019,TreedBog5,UNK,WetTreed
596-NE,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
596-NW,ABMI Ecosystem Health 2019,ShrubbyFen,UNK,Shrub
596-SE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
596-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
597-NE,ABMI Ecosystem Health 2019,SeismicLineWide,SeismicLineWide,Shrub
597-NW,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
597-SE,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
597-SW,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
598-NE,ABMI Ecosystem Health 2019,Marsh,UNK,WetGrass
598-NW,ABMI Ecosystem Health 2019,ShrubbyFen,UNK,Shrub
598-SE,ABMI Ecosystem Health 2019,TreedBog5,UNK,WetTreed
598-SW,ABMI Ecosystem Health 2019,TreedBog5,UNK,WetTreed
628-NE,ABMI Ecosystem Health 2019,TreedBog6,UNK,WetTreed
628-NE_HF2,ABMI Ecosystem Health 2019,TreedBog6,UNK,WetTreed
628-NW,ABMI Ecosystem Health 2019,TreedFen6,UNK,WetTreed
628-SE,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
629-NE,ABMI Ecosystem Health 2019,Pine4,UNK,Conif
629-NW,ABMI Ecosystem Health 2019,TreedFen8,UNK,Conif
629-SE,ABMI Ecosystem Health 2019,Pine4,UNK,Conif
629-SW,ABMI Ecosystem Health 2019,Pipeline,Pipeline,HF
630-NE,ABMI Ecosystem Health 2019,Spruce8,UNK,Conif
630-NW,ABMI Ecosystem Health 2019,Spruce9,UNK,Conif
630-SE,ABMI Ecosystem Health 2019,TreedSwamp5,UNK,WetTreed
630-SW,ABMI Ecosystem Health 2019,Decid7,UNK,Decid
660-NE,ABMI Ecosystem Health 2019,Water,Water,Water
660-SE,ABMI Ecosystem Health 2019,RuralResidentialIndustrial,RuralResidentialIndustrial,HF
660-SW,ABMI Ecosystem Health 2019,Mixedwood4,UNK,Conif
661-NE,ABMI Ecosystem Health 2019,TreedBog5,UNK,WetTreed
661-NW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
661-SE,ABMI Ecosystem Health 2019,CCDecid2,CutBlocks,Decid
661-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
662-NE,ABMI Ecosystem Health 2019,TreedFen2,UNK,WetTreed
662-NW,ABMI Ecosystem Health 2019,TreedFen6,UNK,WetTreed
662-SE,ABMI Ecosystem Health 2019,TreedFen2,UNK,WetTreed
676-NE,ABMI Ecosystem Health 2019,ShrubbySwamp,Cy,Shrub
676-NW,ABMI Ecosystem Health 2019,Marsh,Cy,WetGrass
676-SE,ABMI Ecosystem Health 2019,Decid5,Cy,Decid
676-SW,ABMI Ecosystem Health 2019,Decid5,CultivationCrop,Decid
677-NE,ABMI Ecosystem Health 2019,RoadVegetatedVerge,RoadVegetatedVerge,HF
677-NW,ABMI Ecosystem Health 2019,SeismicLineWide,SeismicLineWide,Shrub
677-SE,ABMI Ecosystem Health 2019,RoadVegetatedVerge,CultivationCrop,HF
677-SW,ABMI Ecosystem Health 2019,CultivationCrop,CultivationCrop,HF
678-NE,ABMI Ecosystem Health 2019,CultivationCrop,CultivationCrop,HF
678-NW,ABMI Ecosystem Health 2019,RoadVegetatedVerge,CultivationCrop,HF
678-SE,ABMI Ecosystem Health 2019,CultivationRoughPasture,Lo,HF
678-SW,ABMI Ecosystem Health 2019,CultivationTamePasture,CultivationCrop,HF
685-NE,ABMI Ecosystem Health 2019,CCDecid1,CutBlocks,Shrub
685-NW,ABMI Ecosystem Health 2019,CCDecid1,CutBlocks,Shrub
685-SE,ABMI Ecosystem Health 2019,CCDecid1,CutBlocks,Shrub
685-SW,ABMI Ecosystem Health 2019,Mixedwood3,UNK,Conif
686-NE,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
686-NE_HF2,ABMI Ecosystem Health 2019,Decid5,UNK,Decid
686-SE,ABMI Ecosystem Health 2019,Decid7,UNK,Decid
686-SW,ABMI Ecosystem Health 2019,Decid7,UNK,Decid
687-NE,ABMI Ecosystem Health 2019,CCDecid2,CutBlocks,Decid
687-NW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
687-SE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
687-SW,ABMI Ecosystem Health 2019,TreedBog5,UNK,Conif
707-NE,ABMI Ecosystem Health 2019,CultivationRoughPasture,CultivationRoughPasture,HF
707-NW,ABMI Ecosystem Health 2019,CultivationRoughPasture,CultivationRoughPasture,HF
707-SE,ABMI Ecosystem Health 2019,CultivationRoughPasture,CultivationRoughPasture,HF
707-SW,ABMI Ecosystem Health 2019,CultivationRoughPasture,CultivationRoughPasture,HF
708-NE,ABMI Ecosystem Health 2019,CultivationTamePasture,BorrowpitsDugoutsSumps,HF
708-NW,ABMI Ecosystem Health 2019,CultivationRoughPasture,CultivationRoughPasture,HF
708-SE,ABMI Ecosystem Health 2019,Powerline,Cy,HF
708-SW,ABMI Ecosystem Health 2019,CultivationTamePasture,CultivationTamePasture,HF
709-NE,ABMI Ecosystem Health 2019,Decid6,Water,Decid
709-NW,ABMI Ecosystem Health 2019,CultivationTamePasture,CultivationTamePasture,HF
709-SE,ABMI Ecosystem Health 2019,Mixedwood5,Water,Conif
709-SW,ABMI Ecosystem Health 2019,CultivationTamePasture,CultivationTamePasture,HF
716-NE,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
716-NW,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
716-SE,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
716-SW,ABMI Ecosystem Health 2019,Spruce7,UNK,Conif
717-NE,ABMI Ecosystem Health 2019,Spruce7,UNK,Conif
717-NW,ABMI Ecosystem Health 2019,CCDecid2,CutBlocks,Decid
717-SE,ABMI Ecosystem Health 2019,CCMixedwood2,CutBlocks,Conif
717-SW,ABMI Ecosystem Health 2019,CCDecid2,CutBlocks,Decid
718-NE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
718-NW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
718-SE,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
718-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
738-NE,ABMI Ecosystem Health 2019,CultivationTamePasture,Cy,HF
738-NW,ABMI Ecosystem Health 2019,CultivationTamePasture,RoadVegetatedVerge,HF
738-SE,ABMI Ecosystem Health 2019,CultivationCrop,CultivationCrop,HF
738-SW,ABMI Ecosystem Health 2019,CultivationCrop,CultivationCrop,HF
739-NE,ABMI Ecosystem Health 2019,TreedSwamp4,Water,Decid
739-NW,ABMI Ecosystem Health 2019,CultivationCrop,CultivationCrop,HF
739-SE,ABMI Ecosystem Health 2019,ShrubbySwamp,Water,Shrub
739-SW,ABMI Ecosystem Health 2019,GrassHerb,Water,Grass
739-SW_HF2,ABMI Ecosystem Health 2019,GrassHerb,Water,Grass
739-SW_HF2-1,ABMI Ecosystem Health 2019,GrassHerb,Water,Grass
740-NE,ABMI Ecosystem Health 2019,CultivationTamePasture,RoadVegetatedVerge,HF
740-NW,ABMI Ecosystem Health 2019,CultivationTamePasture,CultivationCrop,HF
740-SE,ABMI Ecosystem Health 2019,CultivationTamePasture,RoadVegetatedVerge,HF
740-SW,ABMI Ecosystem Health 2019,Decid1,Sb,Decid
747-NE,ABMI Ecosystem Health 2019,TreedBog4,UNK,Conif
747-NW,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
747-SE,ABMI Ecosystem Health 2019,Decid6,SeismicLineWide,Decid
747-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
748-NE,ABMI Ecosystem Health 2019,Decid1,UNK,Decid
748-NW,ABMI Ecosystem Health 2019,TreedBog4,UNK,WetTreed
748-SE,ABMI Ecosystem Health 2019,Pine4,UNK,Conif
748-SW,ABMI Ecosystem Health 2019,RoadTrailVegetated,RoadTrailVegetated,HF
749-NE,ABMI Ecosystem Health 2019,TreedBog2,UNK,WetTreed
749-NW,ABMI Ecosystem Health 2019,TreedBog2,UNK,WetTreed
749-SE,ABMI Ecosystem Health 2019,Spruce0,UNK,Conif
788-NE,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
788-NW,ABMI Ecosystem Health 2019,Mixedwood9,UNK,Conif
788-NW_HF2,ABMI Ecosystem Health 2019,Mixedwood9,UNK,Conif
788-SE,ABMI Ecosystem Health 2019,CCDecidR,CutBlocks,HF
788-SW,ABMI Ecosystem Health 2019,CCMixedwoodR,CutBlocks,HF
789-NE,ABMI Ecosystem Health 2019,Decid3,UNK,Decid
789-NW,ABMI Ecosystem Health 2019,TreedFen4,UNK,WetTreed
789-SE,ABMI Ecosystem Health 2019,ShrubbyFen,UNK,Shrub
789-SW,ABMI Ecosystem Health 2019,ShrubbySwamp,UNK,Shrub
790-NE,ABMI Ecosystem Health 2019,TreedFen4,Water,WetTreed
790-NW,ABMI Ecosystem Health 2019,TreedFen6,Water,WetTreed
790-SE,ABMI Ecosystem Health 2019,TreedFen4,Water,Shrub
790-SW,ABMI Ecosystem Health 2019,Decid4,UNK,Decid
820-NE,ABMI Ecosystem Health 2019,Decid5,Sa,Decid
820-NE_CUDDE,ABMI Ecosystem Health 2019,Decid5,Sa,Decid
820-NW,ABMI Ecosystem Health 2019,TreedBog4,Water,Conif
820-SE,ABMI Ecosystem Health 2019,Decid3,Sa,Decid
820-SW,ABMI Ecosystem Health 2019,TreedFen6,Water,Conif
821-NE,ABMI Ecosystem Health 2019,Mixedwood7,TB,Conif
821-NW,ABMI Ecosystem Health 2019,Decid4,TB,Decid
821-SE,ABMI Ecosystem Health 2019,Mixedwood7,TB,Conif
821-SW,ABMI Ecosystem Health 2019,Decid7,TB,Decid
822-NE,ABMI Ecosystem Health 2019,TreedFen5,Water,Conif
822-NW,ABMI Ecosystem Health 2019,TreedFen7,Water,WetTreed
822-NW_HF2,ABMI Ecosystem Health 2019,TreedFen7,Water,WetTreed
822-SE,ABMI Ecosystem Health 2019,TreedFen7,Water,WetTreed
822-SW,ABMI Ecosystem Health 2019,TreedFen7,Water,Conif
852-NE,ABMI Ecosystem Health 2019,CultivationCrop,CultivationCrop,HF
852-NW,ABMI Ecosystem Health 2019,RoadVegetatedVerge,RoadVegetatedVerge,HF
852-SE,ABMI Ecosystem Health 2019,CultivationTamePasture,CultivationTamePasture,HF
852-SW,ABMI Ecosystem Health 2019,Decid6,RoadVegetatedVerge,Decid
853-NE,ABMI Ecosystem Health 2019,ShrubbySwamp,Water,Shrub
853-NW,ABMI Ecosystem Health 2019,CultivationCrop,CultivationCrop,HF
853-SE,ABMI Ecosystem Health 2019,ShrubbySwamp,Water,Shrub
853-SW,ABMI Ecosystem Health 2019,CultivationTamePasture,CultivationTamePasture,HF
854-NE,ABMI Ecosystem Health 2019,CultivationCrop,Pipeline,HF
854-NW,ABMI Ecosystem Health 2019,TreedSwamp4,Sy,WetTreed
